Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,percentChangeTargetHigh,SLHigh,points_from_SL_High,percentageChangeSLHigh,TargetLow,points_from_Target_Low,percentageChangeTargetLow,SLLow,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20210101,10:30,14036.30,13994.85,True,False,True,False,14049.80,13.50,0.1,14001.60,-34.70,-0.25,0.00,0.00,0.0,0.00,0.00,0.0,14015.00,-21.30,0.00,False
20210104,10:30,14113.20,14080.35,True,True,True,True,14147.85,34.65,0.25,13956.60,-156.60,-1.11,13956.60,123.75,0.88,14147.85,-67.50,-0.48,14142.95,29.75,-62.60,False
20210105,10:30,14114.65,14049.05,True,False,True,False,14215.20,100.55,0.71,14076.55,-38.10,-0.27,0.00,0.00,0.0,0.00,0.00,0.0,14199.05,84.40,0.00,False
20210106,10:30,14241.40,14174.90,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,14040.10,134.80,0.95,14220.50,-45.60,-0.32,14127.65,0.00,47.25,False
20210107,10:30,14253.75,14173.70,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,14123.65,50.05,0.35,14217.05,-43.35,-0.31,14138.30,0.00,35.40,False
20210108,10:30,14277.50,14224.10,True,False,True,False,14366.85,89.35,0.63,14260.70,-16.80,-0.12,0.00,0.00,0.0,0.00,0.00,0.0,14348.10,70.60,0.00,False
20210111,10:30,14478.95,14384.10,True,False,True,False,14496.45,17.50,0.12,14389.45,-89.50,-0.62,0.00,0.00,0.0,0.00,0.00,0.0,14485.60,6.65,0.00,False
20210112,10:30,14499.60,14435.95,True,False,True,False,14589.90,90.30,0.62,14460.60,-39.00,-0.27,0.00,0.00,0.0,0.00,0.00,0.0,14570.65,71.05,0.00,False
20210113,10:30,14652.70,14606.50,False,True,False,True,0.00,0.00,0.0,0.00,0.00,0.0,14436.65,169.85,1.16,14620.95,-14.45,-0.1,14556.55,0.00,49.95,False
20210114,10:30,14562.65,14472.45,True,False,True,False,14617.25,54.60,0.37,14525.30,-37.35,-0.26,0.00,0.00,0.0,0.00,0.00,0.0,14594.00,31.35,0.00,False
